Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alcohol,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Fear_index,Calculation_973340536937771011,Loneliness2,Number of friends 2,Happiness in life2,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive (group),Eating to survive,Economy Management,Education,Elections,Empathy,Energy levels,Entertainment spending (group),Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Gender,Geography,Getting angry,Getting up,Giving (group),Giving,God (group) 1,God (group),God2 (group),God,Happiness in life (group),Happiness in life2 (group),Happiness in life,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,House - block of flats,Hypochondria,Interests or hobbies (group),Interests or hobbies,Internet usage,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Left - right handed,Life struggles,Loneliness (group),Loneliness2 (group),Loneliness,Loss of interest,Lying,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical instruments,Musical,New environment,Number of Records,Number of friends (group),Number of friends 2 (group),Number of friends,Number of siblings,Only child,Opera,PC,Parents' advice,Passive sport,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punctuality,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock n roll,Rock,Romantic,Sci-fi,Science and technology,Self-criticism,Shopping centres,Shopping,Slow songs or fast songs,Small - big dogs,Smoking,Snakes,Socializing,Spending on gadgets,Spending on healthy eating (group),Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Village - town,Waiting,War,Weight,Western,Workaholism,Writing notes,Writing
4,3,2,2,19,4,drink a lot,1,4,4,3,3,2,4,3,25,not believing god,not lonely,neutral,very happy,3,3,3,1,5,1,3,2,4,2,1,3,4,3,3,2,3,2,4,2,4,Other,2,3,secondary school,2,4,3,be social,4,3,3,3,3,2,1,1,1,3,2,4,3,2,female,3,1,5,give less,2,Other,not believe in god,Other,1,Other,Other,4,3,3,165,3,2,4,4,block of flats,2,neutral,3,few hours a day,4,4,4,4,1,2,right handed,3,2,Other,2,5,only to avoid hurting someone,2,3,1,5,3,5,1,3,4,1,Other,Other,3,1,yes,1,2,3,4,3,4,2,1,3,3,4,4,i am always on time,1,4,3,4,1,4,1,1,1,1,3,2,2,3,4,4,4,1,current smoker,2,4,3,eat healthy,4,4,2,2,1,2,3,2,4,1,city,2,3,70,1,4,2,4
3,2,3,3,17,3,drink a lot,1,1,4,2,2,4,4,5,21,not believing god,neutral,lots of friends,neutral,1,1,3,1,2,4,3,1,3,4,1,3,4,2,1,1,5,1,3,3,4,Other,2,1,secondary school,3,4,4,be social,5,2,1,1,1,3,1,1,1,3,3,4,2,1,female,1,3,2,give less,1,Other,not believe in god,Other,1,3,Other,3,3,3,163,3,2,3,4,block of flats,1,neutral,3,few hours a day,4,5,3,4,1,3,right handed,4,3,Other,3,1,sometimes,3,5,5,4,4,5,1,1,4,1,4,Other,4,0,yes,1,1,3,1,4,1,4,2,1,3,3,2,i am always on time,3,3,1,3,1,3,1,4,3,4,1,1,1,2,4,4,4,3,current smoker,1,3,2,eat healthy,5,5,4,1,1,2,2,3,2,3,city,2,4,68,1,4,3,1
3,3,3,3,19,4,drink a lot,3,5,5,3,3,1,5,2,19,not believing god,not lonely,neutral,neutral,1,3,5,1,5,1,4,3,5,5,1,4,2,3,4,5,1,1,3,5,3,Other,2,3,secondary school,5,5,4,n,3,3,5,1,1,2,2,4,2,5,5,5,4,2,female,4,3,5,give less,2,Other,not believe in god,Other,2,3,Other,3,3,4,170,2,2,5,4,block of flats,1,many interests,5,few hours a day,5,5,5,3,4,2,right handed,4,2,Other,2,5,sometimes,1,1,2,2,5,5,2,3,4,1,Other,Other,3,0,yes,2,2,4,5,3,1,1,3,4,2,3,2,i am always on time,1,3,1,4,4,3,1,4,3,4,4,2,3,3,4,5,3,3,former smoker,2,5,1,eat healthy,4,5,2,1,5,4,5,2,3,5,city,4,2,65,1,3,3,3
3,4,5,3,19,4,drink a lot,3,5,5,1,4,4,5,4,27,blieving god,not lonely,lots of friends,very happy,2,2,2,2,4,1,3,2,5,5,2,4,3,4,5,5,1,3,3,4,3,Other,3,1,secondary school,5,5,5,n,3,1,4,3,4,4,4,1,3,5,4,5,4,2,female,5,2,3,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,2,3,172,5,5,3,3,block of flats,1,many interests,4,few hours a day,4,3,5,3,2,1,right handed,3,Other,Other,1,1,sometimes,1,1,4,3,5,5,2,2,4,1,Other,Other,5,0,yes,2,2,3,4,4,4,1,1,5,4,3,5,i am always on time,3,5,1,3,3,5,1,2,3,4,4,4,3,2,3,4,5,4,former smoker,2,4,3,neutral,3,3,5,2,1,4,3,3,3,4,city,4,2,60,1,3,2,3
2,3,3,4,19,2,drink a lot,3,2,3,2,4,3,4,1,22,neutral,neutral,neutral,very happy,2,1,2,1,4,3,2,2,5,4,1,2,3,3,3,2,4,3,2,4,4,1,1,4,secondary school,2,5,4,n,3,1,2,4,2,4,2,1,2,4,3,4,1,1,female,3,2,3,give less,1,Other,n,Other,3,Other,Other,4,3,4,166,3,5,2,3,block of flats,1,many interests,5,few hours a day,4,4,4,3,2,1,right handed,5,3,Other,3,1,sometimes,3,4,3,3,4,5,3,3,3,1,Other,Other,3,0,yes,1,3,3,5,4,2,4,3,4,2,4,4,i am always on time,3,4,1,3,4,4,3,3,3,5,3,5,4,1,4,4,3,4,tried smoking,1,3,2,eat healthy,4,3,2,1,2,4,2,2,3,3,city,3,2,55,2,3,1,5
4,4,5,1,21,1,drink a lot,4,3,4,3,4,3,5,4,20,not believing god,not lonely,neutral,very happy,2,2,1,1,5,4,1,2,5,4,2,4,3,3,1,1,1,3,5,5,4,1,1,2,secondary school,1,4,4,be social,4,2,3,3,3,3,4,2,2,5,3,5,2,1,female,2,4,5,give less,1,Other,not believe in god,Other,1,Other,Other,5,3,4,183,3,1,3,3,block of flats,2,many interests,4,few hours a day,5,4,4,3,2,3,right handed,3,Other,Other,1,3,everytime it suits me,5,3,5,4,5,5,1,2,1,1,Other,Other,3,0,yes,1,2,1,5,4,3,3,3,2,4,4,4,i am often early,5,2,1,5,5,4,1,4,4,5,4,4,4,3,1,2,3,3,current smoker,1,3,1,neutral,3,1,3,2,3,2,3,5,4,1,city,3,3,73,2,5,4,1
1,5,1,1,21,1,drink a lot,4,3,3,3,3,4,5,5,32,blieving god,very lonely,neutral,very unhappy,1,5,1,3,5,1,5,5,5,5,1,3,1,5,5,4,5,2,5,4,3,Other,4,1,secondary school,5,5,1,n,3,1,3,5,1,1,4,5,1,5,5,5,4,2,female,5,5,5,neutral,3,Other,believe in god,blieving god,5,Other,very unhappy,2,5,3,164,4,1,5,5,block of flats,4,few interests,1,few hours a day,5,5,3,1,5,3,right handed,1,5,very lonely,5,5,never,1,1,1,5,5,5,1,2,1,1,Other,Other,3,0,yes,1,1,5,1,3,5,1,5,5,1,1,5,i am often early,1,5,2,5,1,3,5,5,5,5,2,2,3,5,5,5,5,1,former smoker,1,4,2,eat unhealthy,2,2,5,2,5,5,3,5,5,1,city,1,1,75,1,5,5,5
3,2,5,4,22,5,drink a lot,5,5,3,4,4,5,3,1,25,not believing god,neutral,no friends,neutral,1,3,4,3,5,4,4,4,5,3,1,5,1,1,3,5,1,4,3,5,4,1,1,3,college/bachelor degree,4,4,3,be social,5,3,4,3,1,3,3,1,2,5,4,5,4,3,female,5,2,4,give less,1,Other,not believe in god,Other,2,3,Other,3,4,3,165,4,3,3,1,block of flats,1,neutral,3,few hours a day,3,4,1,3,4,3,right handed,3,3,Other,3,1,everytime it suits me,1,5,2,2,5,5,2,5,3,1,Other,no friends,2,2,yes,1,1,3,2,2,1,2,1,3,1,2,5,i am often running late,3,3,1,5,4,4,1,5,3,5,5,2,,4,4,4,3,5,former smoker,2,3,1,eat healthy,4,4,2,2,5,2,4,2,1,5,city,3,3,68,1,5,5,1
3,5,1,3,19,1,drink a lot,4,5,5,3,4,4,4,5,17,blieving god,neutral,lots of friends,very happy,,1,5,1,5,4,5,5,4,5,4,5,5,1,1,1,1,1,1,5,5,Other,3,1,secondary school,5,5,4,be social,4,4,3,4,5,1,3,1,1,5,3,5,4,1,female,5,4,5,neutral,3,4,believe in god,blieving god,4,Other,Other,5,5,5,168,3,4,5,5,block of flats,2,many interests,5,few hours a day,4,4,5,3,3,3,right handed,2,3,Other,3,5,everytime it suits me,1,3,5,3,5,5,1,5,5,1,Other,Other,5,0,yes,5,4,4,5,4,5,1,4,1,4,5,4,i am often running late,5,1,1,5,4,5,3,3,5,5,1,5,4,4,4,4,3,5,former smoker,1,5,4,eat healthy,5,5,3,1,5,1,5,5,5,1,city,2,5,48,5,5,5,1
3,3,2,3,20,3,drink a lot,3,5,5,4,3,4,3,,20,neutral,neutral,no friends,very happy,2,2,1,3,5,1,3,3,3,5,2,4,4,3,3,1,1,1,3,5,3,1,1,1,secondary school,5,5,3,n,3,1,5,3,2,3,3,1,2,3,3,4,3,1,female,2,4,5,neutral,3,Other,n,Other,3,Other,Other,4,3,3,176,1,2,5,3,block of flats,1,neutral,3,few hours a day,5,4,5,3,1,3,right handed,2,3,Other,3,3,sometimes,1,3,3,4,5,5,1,4,3,1,Other,no friends,2,0,yes,1,1,4,3,3,5,1,2,3,2,5,4,i am often running late,4,1,1,5,4,3,4,3,5,5,3,3,3,3,2,3,4,3,current smoker,4,2,3,eat healthy,5,4,4,1,3,1,3,3,3,3,city,1,3,78,1,3,5,2
2,1,4,2,21,2,drink a lot,5,4,4,4,4,1,4,4,33,neutral,neutral,neutral,very happy,2,1,5,4,5,1,4,5,3,4,2,5,1,,3,3,4,5,5,5,3,1,1,1,college/bachelor degree,5,,3,be social,4,2,5,3,1,3,5,3,3,5,5,4,4,1,female,4,5,5,give more,5,Other,n,Other,3,Other,Other,4,4,3,161,3,4,3,1,block of flats,5,many interests,4,few hours a day,2,5,3,4,5,2,right handed,5,3,Other,3,5,sometimes,2,1,2,3,5,5,3,3,5,1,Other,Other,3,0,yes,2,2,4,2,3,1,2,3,5,1,3,3,i am often running late,2,3,4,3,3,4,1,2,4,5,3,3,2,5,2,3,3,3,former smoker,4,4,3,neutral,3,4,2,3,5,2,5,2,4,5,city,2,5,48,2,3,3,5
4,4,4,4,21,5,drink a lot,4,4,3,5,3,3,3,1,29,blieving god,very lonely,no friends,very happy,1,1,1,3,5,2,2,4,2,3,2,4,1,3,4,4,2,3,3,4,3,Other,2,2,secondary school,5,3,3,not be social,2,2,3,3,1,4,3,3,4,5,3,4,3,3,female,3,3,5,give less,2,4,believe in god,blieving god,4,Other,Other,5,3,3,164,3,1,4,2,block of flats,4,many interests,4,few hours a day,3,3,5,3,2,1,right handed,3,4,very lonely,4,1,sometimes,3,2,1,4,5,5,4,3,3,1,Other,no friends,2,1,yes,4,2,3,1,3,2,1,3,3,3,4,2,i am often running late,3,2,2,5,2,3,3,3,4,4,2,2,3,3,4,2,3,4,former smoker,1,3,2,neutral,3,3,5,2,4,3,5,4,3,3,city,3,2,52,3,3,5,3
3,1,1,2,20,2,drink a lot,2,5,4,3,4,4,4,1,29,blieving god,very lonely,neutral,neutral,2,4,5,1,4,4,4,5,5,5,1,4,5,3,5,3,4,5,3,4,3,Other,3,1,secondary school,1,5,4,be social,4,1,5,5,5,1,2,3,5,3,5,5,5,1,female,1,4,4,give more,5,Other,believe in god,blieving god,5,3,Other,3,3,3,157,1,3,3,3,block of flats,3,neutral,3,few hours a day,5,3,4,3,5,3,right handed,4,4,very lonely,4,3,sometimes,1,4,2,5,5,5,5,4,4,1,Other,Other,3,0,yes,3,2,3,3,3,4,1,1,5,2,4,4,i am often running late,2,3,3,2,3,3,3,1,4,3,4,1,3,5,5,5,3,1,tried smoking,1,4,1,neutral,3,5,1,4,4,3,3,3,5,4,city,1,1,57,1,2,1,3
3,5,4,1,19,5,drink a lot,2,5,4,5,3,3,5,5,27,neutral,not lonely,neutral,very happy,2,2,3,1,3,4,3,3,5,5,2,2,1,3,3,2,5,4,3,5,3,Other,3,2,secondary school,5,5,5,be social,5,1,5,1,2,3,3,1,3,5,5,5,5,3,female,2,3,1,give more,5,Other,n,Other,3,Other,Other,4,5,4,171,5,2,5,2,block of flats,5,neutral,3,less than an hour a day,5,3,5,5,4,5,right handed,4,2,Other,2,4,sometimes,3,2,3,4,5,1,2,5,3,1,Other,Other,3,0,yes,1,3,4,4,3,5,2,5,4,5,4,1,i am often early,3,3,1,5,4,5,2,5,4,4,3,3,5,3,5,5,3,3,tried smoking,1,3,5,eat healthy,5,5,1,3,3,1,5,3,3,3,city,1,5,57,2,5,1,2
2,2,5,4,21,4,drink a lot,,4,3,3,2,2,4,5,30,not believing god,neutral,neutral,very unhappy,2,4,3,1,3,1,4,3,4,4,2,4,1,3,2,1,5,1,3,,3,Other,2,3,secondary school,2,4,3,be social,4,1,5,2,1,3,4,2,1,4,5,5,4,1,female,2,1,1,neutral,3,Other,not believe in god,Other,1,Other,very unhappy,2,3,3,162,4,2,2,4,block of flats,1,many interests,5,most of the day,4,3,5,3,1,2,right handed,2,3,Other,3,4,sometimes,1,2,4,3,5,5,1,2,3,1,Other,Other,3,0,yes,2,3,3,,4,4,1,2,2,3,4,,i am often early,4,2,3,5,1,4,1,3,3,5,3,2,3,4,2,3,4,1,tried smoking,4,3,5,eat healthy,5,5,2,3,2,1,5,3,5,3,city,4,2,62,2,2,1,4
4,2,4,5,30,3,drink a lot,1,4,4,3,3,4,4,5,26,neutral,neutral,lots of friends,very happy,5,5,4,3,2,4,3,1,2,2,5,5,3,3,5,5,1,1,4,2,3,Other,3,4,secondary school,3,3,4,be social,5,4,2,5,5,5,4,1,1,4,4,5,3,1,female,4,4,5,give less,2,Other,n,Other,3,Other,Other,4,4,3,173,1,1,4,2,block of flats,4,few interests,2,most of the day,4,3,4,5,5,4,right handed,3,3,Other,3,4,never,4,4,1,4,4,5,3,5,4,1,4,Other,4,0,yes,5,4,4,2,5,5,4,4,1,3,4,5,i am often running late,5,4,3,4,5,5,2,3,5,5,4,2,5,4,5,5,1,4,current smoker,5,4,5,eat healthy,5,5,5,1,1,1,4,3,4,3,city,3,4,69,4,3,3,2
3,2,1,3,21,1,drink a lot,3,3,3,3,5,1,2,2,25,not believing god,neutral,neutral,neutral,2,1,3,2,3,1,1,3,3,5,2,2,2,3,1,3,3,4,2,3,2,Other,3,4,secondary school,3,2,3,n,3,1,3,2,3,4,4,1,3,2,4,4,1,1,female,3,4,5,give less,2,Other,not believe in god,Other,1,3,Other,3,1,1,165,5,1,1,5,block of flats,1,few interests,2,most of the day,4,5,4,4,3,1,right handed,4,3,Other,3,4,sometimes,1,1,4,4,4,5,1,3,4,1,Other,Other,3,1,yes,1,2,1,3,3,4,1,4,3,2,1,,i am often running late,3,1,1,4,2,4,2,3,4,4,2,1,3,1,1,2,2,4,current smoker,2,2,4,eat unhealthy,2,1,5,1,1,1,5,1,2,3,city,5,1,55,1,1,1,1
2,2,3,2,20,5,drink a lot,1,5,4,3,4,1,3,3,38,neutral,neutral,neutral,very happy,3,4,3,2,5,3,3,1,5,4,1,4,4,4,3,2,5,3,1,3,5,Other,2,2,secondary school,2,,3,n,3,2,5,4,1,1,2,2,1,5,5,5,3,1,female,4,3,5,give more,4,Other,n,Other,3,Other,Other,4,3,3,165,3,4,5,2,block of flats,1,neutral,3,most of the day,3,3,4,4,3,3,right handed,5,3,Other,3,4,sometimes,2,1,1,4,5,4,1,3,4,1,Other,Other,3,1,yes,1,3,3,2,3,4,1,3,5,3,3,5,i am often running late,1,1,4,5,2,3,1,4,1,1,5,4,1,3,5,4,4,1,current smoker,4,3,2,eat healthy,4,4,3,5,2,1,3,2,2,3,city,3,4,56,1,3,3,3
3,3,4,3,21,5,drink a lot,4,5,3,4,3,3,4,3,33,neutral,very lonely,no friends,very unhappy,1,3,4,3,3,2,2,3,3,5,1,5,1,2,3,5,3,4,3,2,3,Other,3,2,college/bachelor degree,1,3,3,not be social,2,4,4,3,2,3,1,3,2,5,4,5,5,2,female,3,3,5,give less,1,Other,n,Other,3,Other,very unhappy,2,3,2,180,3,1,4,2,block of flats,3,neutral,3,most of the day,5,3,4,3,4,2,right handed,3,4,very lonely,4,4,sometimes,1,3,2,3,5,5,5,4,3,1,Other,no friends,2,0,yes,2,2,3,3,3,5,1,1,3,3,4,3,i am often running late,1,4,4,5,1,4,2,1,5,4,4,3,1,5,3,4,1,5,former smoker,2,5,3,eat unhealthy,2,3,3,3,4,3,3,4,4,2,city,2,3,61,1,1,1,4
3,1,4,4,20,3,never,3,5,3,4,4,5,5,3,23,not believing god,not lonely,neutral,very happy,1,2,2,3,2,2,4,5,5,5,4,5,1,2,4,3,1,1,4,4,3,Other,2,5,secondary school,5,5,4,n,3,2,3,2,2,3,4,4,1,5,5,4,2,1,female,5,2,2,give more,5,Other,not believe in god,Other,1,Other,Other,4,2,3,,3,1,2,4,block of flats,2,many interests,4,few hours a day,4,5,4,2,4,1,right handed,4,2,Other,2,2,only to avoid hurting someone,3,2,1,4,5,4,3,3,2,1,Other,Other,3,0,yes,2,1,4,4,3,4,4,2,4,4,5,4,i am always on time,2,2,2,,2,4,1,3,4,4,5,4,3,1,1,2,3,4,never smoked,1,2,2,eat healthy,5,2,5,1,3,4,1,4,2,4,city,1,1,47,2,4,3,1
4,4,4,4,16,3,never,3,5,4,2,3,5,5,2,35,blieving god,neutral,lots of friends,neutral,1,3,4,5,2,2,3,3,5,5,4,4,3,5,3,5,5,3,3,3,4,Other,2,1,college/bachelor degree,3,3,4,n,3,2,3,2,,2,3,3,2,4,5,4,3,2,female,2,3,3,neutral,3,Other,believe in god,blieving god,5,3,Other,3,4,4,162,3,5,4,5,block of flats,3,neutral,3,few hours a day,5,4,5,4,4,3,right handed,3,3,Other,3,5,sometimes,1,5,2,4,5,5,4,4,3,1,Other,Other,5,0,yes,1,,4,3,3,5,1,2,4,3,5,3,i am always on time,2,3,3,4,2,5,3,,5,5,4,2,3,4,3,4,3,4,never smoked,5,4,3,neutral,3,3,5,3,3,3,3,4,5,4,city,4,3,55,4,3,4,2
4,2,5,4,16,1,never,3,2,3,5,3,1,5,4,27,blieving god,very lonely,lots of friends,very happy,3,5,5,5,5,1,5,1,5,5,5,5,1,3,5,5,1,5,1,1,3,Other,5,3,currently a primary school pupil,1,3,5,n,3,1,2,1,3,3,3,2,1,3,1,5,1,1,female,5,3,5,give more,5,Other,believe in god,blieving god,5,Other,Other,5,3,3,165,5,4,1,2,block of flats,5,neutral,3,few hours a day,5,5,5,3,2,1,right handed,2,5,very lonely,5,4,sometimes,3,2,1,5,5,5,2,5,3,1,Other,Other,5,0,yes,1,3,2,1,5,3,3,1,4,3,2,4,i am always on time,3,3,1,3,2,3,2,1,4,4,5,3,3,2,5,5,4,4,never smoked,3,5,5,eat healthy,5,4,5,3,3,4,1,3,3,2,city,3,2,50,5,3,2,2
3,1,1,3,19,3,never,2,1,4,3,3,3,5,4,28,blieving god,neutral,neutral,neutral,5,4,4,3,5,1,3,3,5,5,1,4,3,3,3,5,3,2,,3,4,1,1,5,secondary school,4,5,5,n,3,1,5,2,5,3,1,1,3,5,3,5,3,1,female,3,3,5,give less,1,4,believe in god,blieving god,4,3,Other,3,5,3,170,5,4,3,1,block of flats,3,neutral,3,few hours a day,4,5,5,5,5,3,right handed,4,3,Other,3,1,sometimes,1,5,1,3,4,5,1,3,3,1,Other,Other,3,0,yes,1,3,4,1,3,5,1,5,4,3,5,3,i am always on time,1,3,5,1,2,5,1,4,2,1,5,3,5,3,4,5,3,2,tried smoking,5,3,5,eat healthy,4,5,1,1,2,4,5,3,4,3,city,3,3,65,1,3,5,1
3,3,5,4,19,5,never,2,5,3,2,3,5,4,4,35,neutral,neutral,lots of friends,very happy,4,3,4,3,3,2,5,3,4,4,3,4,3,4,5,4,3,3,3,4,4,1,1,3,secondary school,4,4,5,n,3,3,5,2,3,3,2,3,2,4,5,5,4,2,female,4,3,2,give more,4,Other,n,Other,3,Other,Other,4,4,4,178,4,3,3,3,block of flats,2,many interests,5,few hours a day,3,5,4,5,3,4,right handed,4,3,Other,3,3,sometimes,2,4,1,4,4,5,1,2,4,1,Other,Other,5,2,yes,1,3,4,5,3,3,2,4,4,5,4,3,i am always on time,,3,5,1,1,4,2,4,1,3,4,5,4,3,3,4,5,4,tried smoking,4,4,4,eat healthy,5,4,3,3,1,4,2,3,4,4,city,2,4,68,2,4,4,1
2,4,3,2,18,1,never,2,3,3,2,4,1,5,1,16,blieving god,very lonely,neutral,neutral,4,1,4,2,3,2,4,1,4,5,1,2,2,3,2,2,2,1,3,4,4,Other,3,4,secondary school,5,5,3,n,3,1,3,2,3,4,3,3,1,5,4,5,4,1,female,5,3,3,give more,5,4,believe in god,blieving god,4,3,Other,3,3,4,163,1,3,3,4,block of flats,1,neutral,3,few hours a day,5,3,3,4,2,4,right handed,4,4,very lonely,4,3,only to avoid hurting someone,4,1,4,4,5,5,1,2,4,1,Other,Other,3,0,yes,1,4,4,3,3,5,2,3,1,4,4,3,i am often early,3,4,1,1,2,4,2,3,1,4,3,5,3,4,3,3,4,3,tried smoking,2,4,2,eat healthy,4,2,1,2,1,5,2,4,5,5,city,3,3,53,1,3,4,1
3,2,4,3,17,4,never,2,5,3,1,5,3,5,1,26,not believing god,neutral,no friends,neutral,5,3,4,1,5,1,1,5,5,4,1,4,1,3,1,1,2,4,5,2,4,1,1,1,primary school,1,1,3,not be social,1,3,4,3,1,5,3,2,1,5,3,3,5,2,female,1,5,5,give less,1,Other,not believe in god,Other,1,3,Other,3,5,1,163,1,3,1,2,block of flats,3,many interests,5,few hours a day,4,5,5,3,4,1,right handed,3,3,Other,3,5,sometimes,1,5,5,5,4,5,5,3,5,1,Other,no friends,1,2,yes,1,1,3,5,2,5,1,1,3,1,5,4,i am often early,2,5,1,5,4,1,1,3,4,5,5,1,1,5,1,1,3,5,never smoked,5,3,1,neutral,3,1,3,1,4,2,3,2,4,3,city,3,1,61,1,1,5,1
2,5,1,3,19,1,never,4,5,3,2,2,5,5,1,22,blieving god,neutral,neutral,very happy,3,2,2,3,1,2,3,3,5,5,2,3,1,3,2,1,3,3,2,4,4,Other,2,5,secondary school,1,5,3,not be social,2,1,5,5,3,5,5,1,2,5,5,5,4,1,female,2,2,3,give more,4,4,believe in god,blieving god,4,Other,Other,4,2,3,170,1,3,2,4,block of flats,1,many interests,4,few hours a day,5,3,5,4,3,3,right handed,2,3,Other,3,3,sometimes,5,4,4,1,5,5,2,4,4,1,Other,Other,3,0,yes,1,5,2,3,4,5,1,1,5,4,5,4,i am often early,4,2,1,3,3,5,2,1,3,5,5,5,4,3,4,4,5,1,never smoked,1,2,4,neutral,3,2,5,1,3,3,2,5,4,4,city,5,3,90,3,3,2,1
3,3,5,3,16,1,never,2,5,4,3,5,3,4,3,24,blieving god,neutral,lots of friends,very happy,2,2,2,3,3,3,4,3,5,4,3,3,2,3,3,2,3,1,3,3,4,Other,4,2,secondary school,3,5,4,not be social,1,1,5,2,5,3,3,3,2,3,5,5,4,3,female,5,3,4,give more,4,Other,believe in god,blieving god,5,Other,Other,4,4,3,174,4,3,5,2,block of flats,1,many interests,5,few hours a day,5,5,4,4,3,2,right handed,4,3,Other,3,3,sometimes,3,3,2,3,4,5,5,4,3,1,Other,Other,5,1,yes,2,3,5,5,3,5,2,3,5,3,3,1,i am often running late,2,5,3,5,2,4,3,4,3,4,5,3,3,5,4,4,2,1,never smoked,3,3,2,neutral,3,4,3,1,3,2,3,4,2,4,city,3,2,65,3,3,5,4
3,3,1,1,16,1,never,2,5,5,1,3,2,4,3,19,blieving god,neutral,neutral,very happy,2,1,2,1,5,3,5,3,5,4,1,2,1,1,1,1,1,2,5,3,4,1,1,1,secondary school,5,3,4,n,3,5,5,2,4,3,3,1,1,4,5,5,1,3,female,4,2,3,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,2,3,174,1,1,5,1,block of flats,1,few interests,2,few hours a day,5,3,3,4,4,5,right handed,2,3,Other,3,4,sometimes,1,1,4,3,5,5,1,3,5,1,Other,Other,3,0,yes,2,1,3,5,3,3,1,4,3,2,5,3,i am often running late,2,2,3,5,1,2,5,3,4,5,3,1,1,5,5,5,3,4,tried smoking,5,4,2,neutral,3,4,2,1,3,1,4,3,2,3,city,3,4,64,2,2,1,3
3,5,4,4,19,2,never,3,5,3,4,3,4,3,4,20,neutral,neutral,neutral,neutral,4,4,3,3,3,4,3,3,5,3,3,4,3,3,3,4,2,2,3,5,3,Other,3,4,secondary school,3,3,3,be social,4,3,5,2,3,4,3,2,3,4,3,4,3,4,female,4,3,3,neutral,3,Other,n,Other,3,3,Other,3,3,1,167,2,3,4,5,block of flats,3,neutral,3,less than an hour a day,4,3,3,3,3,4,right handed,3,3,Other,3,3,never,4,4,3,3,5,3,4,3,3,1,Other,Other,3,0,yes,3,4,3,4,3,4,4,4,3,3,4,3,i am always on time,3,2,2,4,3,3,4,3,3,3,5,5,4,3,4,4,3,3,never smoked,2,3,4,eat healthy,4,4,2,2,3,3,4,3,5,3,city,3,5,63,5,3,3,4
4,3,2,1,21,2,never,1,2,4,5,4,2,4,3,,blieving god,neutral,neutral,very happy,1,2,2,3,2,1,4,2,5,3,1,3,3,4,3,2,5,2,3,2,4,1,1,4,secondary school,5,5,3,n,3,1,3,1,1,5,3,2,2,5,5,5,2,2,female,1,2,1,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,3,175,4,1,3,1,block of flats,1,neutral,3,less than an hour a day,4,5,5,4,4,2,right handed,4,3,Other,3,1,sometimes,1,2,1,3,5,3,2,5,3,1,Other,Other,3,0,yes,3,3,4,2,3,2,1,2,5,5,3,3,i am often early,1,3,3,4,1,5,4,2,2,4,4,4,2,4,4,5,3,1,never smoked,3,3,3,neutral,3,4,,2,2,1,5,5,5,4,city,4,2,63,1,4,5,2
4,4,3,1,18,4,social drinker,1,4,4,1,5,3,1,3,21,not believing god,neutral,lots of friends,very happy,1,1,1,3,4,1,4,4,5,2,1,1,1,3,2,3,2,2,1,2,3,1,1,4,secondary school,1,3,4,n,3,4,4,1,1,3,1,1,2,4,4,5,4,3,female,2,1,4,give more,4,Other,not believe in god,Other,1,Other,Other,5,1,3,160,3,2,4,1,block of flats,1,many interests,5,few hours a day,3,4,2,5,2,4,right handed,3,3,Other,3,2,everytime it suits me,1,2,2,1,5,5,1,4,5,1,4,Other,4,2,yes,3,1,1,2,3,1,1,4,4,2,5,1,i am always on time,1,3,1,5,3,2,2,2,2,4,4,3,3,1,4,4,3,3,current smoker,3,5,1,neutral,3,1,3,1,2,1,1,3,3,4,city,5,1,53,1,3,1,1
